id_partido,match_no,fase,ronda,grupo,fecha_local,hora_local_24h,fecha_peru,hora_peru,id_equipo_local,equipo_local,equipo_local_normalizado,codigo_local,id_equipo_visitante,equipo_visitante,equipo_visitante_normalizado,codigo_visitante,id_sede,ciudad,pais_sede,estadio,sede_normalizada,partido_nombre,estado,resultado,goles_local,goles_visitante,fuente_fixture,fuente_verificacion_fifa,nota
50,50,Fase de grupos,Group Stage,C,2026-06-24,16:00,2026-06-24,15:00,29,Morocco,morocco,MAR,22,Haiti,haiti,HAI,1,Atlanta,United States,Mercedes-Benz Stadium,mercedes benz stadium,Morocco vs Haiti,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
51,51,Fase de grupos,Group Stage,B,2026-06-24,16:00,2026-06-24,18:00,43,Switzerland,switzerland,SUI,9,Canada,canada,CAN,9,Vancouver,Canada,BC Place,bc place,Switzerland vs Canada,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
52,52,Fase de grupos,Group Stage,B,2026-06-24,16:00,2026-06-24,18:00,6,Bosnia And Herzegovina,bosnia and herzegovina,BIH,36,Qatar,qatar,QAT,7,Seattle,United States,Lumen Field,lumen field,Bosnia And Herzegovina vs Qatar,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
53,53,Fase de grupos,Group Stage,A,2026-06-24,16:00,2026-06-24,17:00,14,Czechia,czechia,CZE,28,Mexico,mexico,MEX,16,Mexico City,Mexico,Estadio Azteca,estadio azteca,Czechia vs Mexico,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
54,54,Fase de grupos,Group Stage,A,2026-06-24,16:00,2026-06-24,17:00,40,South Africa,south africa,RSA,27,Korea Republic,korea republic,KOR,11,Monterrey,Mexico,Estadio BBVA,estadio bbva,South Africa vs Korea Republic,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
55,55,Fase de grupos,Group Stage,E,2026-06-25,16:00,2026-06-25,15:00,13,Curaçao,curacao,CUW,15,Côte D'Ivoire,cote d ivoire,CIV,6,Philadelphia,United States,Lincoln Financial Field,lincoln financial field,Curaçao vs Côte D'Ivoire,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
56,56,Fase de grupos,Group Stage,E,2026-06-25,16:00,2026-06-25,15:00,16,Ecuador,ecuador,ECU,20,Germany,germany,GER,13,New York New Jersey,United States,MetLife Stadium,metlife stadium,Ecuador vs Germany,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
57,57,Fase de grupos,Group Stage,F,2026-06-25,16:00,2026-06-25,16:00,25,Japan,japan,JPN,42,Sweden,sweden,SWE,3,Dallas,United States,AT&T Stadium,at t stadium,Japan vs Sweden,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
58,58,Fase de grupos,Group Stage,F,2026-06-25,16:00,2026-06-25,16:00,44,Tunisia,tunisia,TUN,30,Netherlands,netherlands,NED,15,Kansas City,United States,Arrowhead Stadium,arrowhead stadium,Tunisia vs Netherlands,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
59,59,Fase de grupos,Group Stage,D,2026-06-25,16:00,2026-06-25,18:00,45,Türkiye,turkiye,TUR,46,United States,united states,USA,12,Los Angeles,United States,SoFi Stadium,sofi stadium,Türkiye vs United States,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
60,60,Fase de grupos,Group Stage,D,2026-06-25,16:00,2026-06-25,18:00,34,Paraguay,paraguay,PAR,3,Australia,australia,AUS,14,San Francisco Bay Area,United States,Levi's Stadium,levi s stadium,Paraguay vs Australia,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
61,61,Fase de grupos,Group Stage,I,2026-06-26,16:00,2026-06-26,15:00,32,Norway,norway,NOR,19,France,france,FRA,2,Boston,United States,Gillette Stadium,gillette stadium,Norway vs France,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
62,62,Fase de grupos,Group Stage,I,2026-06-26,16:00,2026-06-26,15:00,39,Senegal,senegal,SEN,24,Iraq,iraq,IRQ,8,Toronto,Canada,BMO Field,bmo field,Senegal vs Iraq,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
63,63,Fase de grupos,Group Stage,G,2026-06-26,16:00,2026-06-26,18:00,17,Egypt,egypt,EGY,23,Iran,iran,IRN,7,Seattle,United States,Lumen Field,lumen field,Egypt vs Iran,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
64,64,Fase de grupos,Group Stage,G,2026-06-26,16:00,2026-06-26,18:00,31,New Zealand,new zealand,NZL,5,Belgium,belgium,BEL,9,Vancouver,Canada,BC Place,bc place,New Zealand vs Belgium,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
65,65,Fase de grupos,Group Stage,H,2026-06-26,16:00,2026-06-26,16:00,8,Cabo Verde,cabo verde,CPV,37,Saudi Arabia,saudi arabia,KSA,4,Houston,United States,NRG Stadium,nrg stadium,Cabo Verde vs Saudi Arabia,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
66,66,Fase de grupos,Group Stage,H,2026-06-26,16:00,2026-06-26,17:00,47,Uruguay,uruguay,URU,41,Spain,spain,ESP,10,Guadalajara,Mexico,Estadio Akron,estadio akron,Uruguay vs Spain,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
67,67,Fase de grupos,Group Stage,L,2026-06-27,16:00,2026-06-27,15:00,33,Panama,panama,PAN,18,England,england,ENG,13,New York New Jersey,United States,MetLife Stadium,metlife stadium,Panama vs England,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
68,68,Fase de grupos,Group Stage,L,2026-06-27,16:00,2026-06-27,15:00,12,Croatia,croatia,CRO,21,Ghana,ghana,GHA,6,Philadelphia,United States,Lincoln Financial Field,lincoln financial field,Croatia vs Ghana,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
69,69,Fase de grupos,Group Stage,J,2026-06-27,16:00,2026-06-27,16:00,1,Algeria,algeria,ALG,4,Austria,austria,AUT,15,Kansas City,United States,Arrowhead Stadium,arrowhead stadium,Algeria vs Austria,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
70,70,Fase de grupos,Group Stage,J,2026-06-27,16:00,2026-06-27,16:00,26,Jordan,jordan,JOR,2,Argentina,argentina,ARG,3,Dallas,United States,AT&T Stadium,at t stadium,Jordan vs Argentina,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
71,71,Fase de grupos,Group Stage,K,2026-06-27,16:00,2026-06-27,16:00,10,Colombia,colombia,COL,35,Portugal,portugal,POR,3,Dallas,United States,AT&T Stadium,at t stadium,Colombia vs Portugal,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
72,72,Fase de grupos,Group Stage,K,2026-06-27,16:00,2026-06-27,15:00,11,Congo DR,congo dr,COD,48,Uzbekistan,uzbekistan,UZB,1,Atlanta,United States,Mercedes-Benz Stadium,mercedes benz stadium,Congo DR vs Uzbekistan,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
73,73,Dieciseisavos de final,Round of 32,,2026-06-28,16:00,2026-06-28,18:00,,2A,2a,,,2B,2b,,12,Los Angeles,United States,SoFi Stadium,sofi stadium,2A vs 2B,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
74,74,Dieciseisavos de final,Round of 32,,2026-06-29,16:00,2026-06-29,15:00,,1E,1e,,,3ABCDF,3abcdf,,2,Boston,United States,Gillette Stadium,gillette stadium,1E vs 3ABCDF,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
75,75,Dieciseisavos de final,Round of 32,,2026-06-29,16:00,2026-06-29,17:00,,1F,1f,,,2C,2c,,11,Monterrey,Mexico,Estadio BBVA,estadio bbva,1F vs 2C,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
76,76,Dieciseisavos de final,Round of 32,,2026-06-29,16:00,2026-06-29,16:00,,1C,1c,,,2F,2f,,4,Houston,United States,NRG Stadium,nrg stadium,1C vs 2F,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
77,77,Dieciseisavos de final,Round of 32,,2026-06-30,16:00,2026-06-30,15:00,,1I,1i,,,3CDFGH,3cdfgh,,13,New York New Jersey,United States,MetLife Stadium,metlife stadium,1I vs 3CDFGH,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
78,78,Dieciseisavos de final,Round of 32,,2026-06-30,16:00,2026-06-30,16:00,,2E,2e,,,2I,2i,,3,Dallas,United States,AT&T Stadium,at t stadium,2E vs 2I,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
79,79,Dieciseisavos de final,Round of 32,,2026-06-30,16:00,2026-06-30,17:00,,1A,1a,,,3CEFHI,3cefhi,,16,Mexico City,Mexico,Estadio Azteca,estadio azteca,1A vs 3CEFHI,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
80,80,Dieciseisavos de final,Round of 32,,2026-07-01,16:00,2026-07-01,15:00,,1L,1l,,,3EHIJK,3ehijk,,1,Atlanta,United States,Mercedes-Benz Stadium,mercedes benz stadium,1L vs 3EHIJK,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
81,81,Dieciseisavos de final,Round of 32,,2026-07-01,16:00,2026-07-01,18:00,,1D,1d,,,3BEFIJ,3befij,,14,San Francisco Bay Area,United States,Levi's Stadium,levi s stadium,1D vs 3BEFIJ,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
82,82,Dieciseisavos de final,Round of 32,,2026-07-01,16:00,2026-07-01,18:00,,1G,1g,,,3AEHIJ,3aehij,,7,Seattle,United States,Lumen Field,lumen field,1G vs 3AEHIJ,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
83,83,Dieciseisavos de final,Round of 32,,2026-07-02,16:00,2026-07-02,15:00,,2K,2k,,,2L,2l,,8,Toronto,Canada,BMO Field,bmo field,2K vs 2L,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
84,84,Dieciseisavos de final,Round of 32,,2026-07-02,16:00,2026-07-02,18:00,,1H,1h,,,2J,2j,,12,Los Angeles,United States,SoFi Stadium,sofi stadium,1H vs 2J,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
85,85,Dieciseisavos de final,Round of 32,,2026-07-02,16:00,2026-07-02,18:00,,1B,1b,,,3EFGIJ,3efgij,,9,Vancouver,Canada,BC Place,bc place,1B vs 3EFGIJ,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
86,86,Dieciseisavos de final,Round of 32,,2026-07-03,16:00,2026-07-03,15:00,,1J,1j,,,2H,2h,,5,Miami,United States,Hard Rock Stadium,hard rock stadium,1J vs 2H,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
87,87,Dieciseisavos de final,Round of 32,,2026-07-03,16:00,2026-07-03,16:00,,1K,1k,,,3DEIJL,3deijl,,15,Kansas City,United States,Arrowhead Stadium,arrowhead stadium,1K vs 3DEIJL,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
88,88,Dieciseisavos de final,Round of 32,,2026-07-03,16:00,2026-07-03,16:00,,2D,2d,,,2G,2g,,3,Dallas,United States,AT&T Stadium,at t stadium,2D vs 2G,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
89,89,Octavos de final,Round of 16,,2026-07-04,16:00,2026-07-04,15:00,,W73,w73,,,W74,w74,,6,Philadelphia,United States,Lincoln Financial Field,lincoln financial field,W73 vs W74,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
90,90,Octavos de final,Round of 16,,2026-07-04,16:00,2026-07-04,16:00,,W75,w75,,,W76,w76,,4,Houston,United States,NRG Stadium,nrg stadium,W75 vs W76,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
91,91,Octavos de final,Round of 16,,2026-07-05,16:00,2026-07-05,15:00,,W77,w77,,,W78,w78,,13,New York New Jersey,United States,MetLife Stadium,metlife stadium,W77 vs W78,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
92,92,Octavos de final,Round of 16,,2026-07-05,16:00,2026-07-05,16:00,,W79,w79,,,W80,w80,,16,Mexico City,Mexico,Estadio Azteca,estadio azteca,W79 vs W80,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
93,93,Octavos de final,Round of 16,,2026-07-06,16:00,2026-07-06,16:00,,W81,w81,,,W82,w82,,3,Dallas,United States,AT&T Stadium,at t stadium,W81 vs W82,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
94,94,Octavos de final,Round of 16,,2026-07-06,16:00,2026-07-06,18:00,,W83,w83,,,W84,w84,,7,Seattle,United States,Lumen Field,lumen field,W83 vs W84,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
95,95,Octavos de final,Round of 16,,2026-07-07,16:00,2026-07-07,15:00,,W85,w85,,,W86,w86,,1,Atlanta,United States,Mercedes-Benz Stadium,mercedes benz stadium,W85 vs W86,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
96,96,Octavos de final,Round of 16,,2026-07-07,16:00,2026-07-07,18:00,,W87,w87,,,W88,w88,,9,Vancouver,Canada,BC Place,bc place,W87 vs W88,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
97,97,Cuartos de final,Quarter-finals,,2026-07-09,16:00,2026-07-09,15:00,,W89,w89,,,W90,w90,,2,Boston,United States,Gillette Stadium,gillette stadium,W89 vs W90,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
98,98,Cuartos de final,Quarter-finals,,2026-07-10,16:00,2026-07-10,18:00,,W93,w93,,,W94,w94,,12,Los Angeles,United States,SoFi Stadium,sofi stadium,W93 vs W94,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
99,99,Cuartos de final,Quarter-finals,,2026-07-10,16:00,2026-07-10,16:00,,W91,w91,,,W92,w92,,5,Miami,United States,Hard Rock Stadium,hard rock stadium,W91 vs W92,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
100,100,Cuartos de final,Quarter-finals,,2026-07-11,16:00,2026-07-11,16:00,,W95,w95,,,W96,w96,,15,Kansas City,United States,Arrowhead Stadium,arrowhead stadium,W95 vs W96,To be played,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Fixture extraído de FIFA World Cup 2026 Hospitality/On Location. Horas interpretadas como hora local de la sede y convertidas a UTC y America/Lima.
101,101,Semifinal,Semi-finals,,2026-07-14,16:00,2026-07-14,15:00,,W97,w97,,,W98,w98,,3,Dallas,United States,AT&T Stadium,at t stadium,W97 vs W98,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
102,102,Semifinal,Semi-finals,,2026-07-15,16:00,2026-07-15,15:00,,W99,w99,,,W100,w100,,1,Atlanta,United States,Mercedes-Benz Stadium,mercedes benz stadium,W99 vs W100,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
103,103,Tercer puesto,Third-place play-off,,2026-07-18,16:00,2026-07-18,15:00,,L101,l101,,,L102,l102,,5,Miami,United States,Hard Rock Stadium,hard rock stadium,L101 vs L102,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
104,104,Final,Final,,2026-07-19,16:00,2026-07-19,15:00,,W101,w101,,,W102,w102,,13,New York New Jersey,United States,MetLife Stadium,metlife stadium,W101 vs W102,Programado,,,,https://fifaworldcup26.hospitality.fifa.com/,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures,Placeholder estructural para completar la llave final de 104 partidos.
